Name,Address,Contributor,Tags,Business Hours,Tel,Mail,website,Description,Business Type,Latitude and Longitude;;;;;
"DIYode,""71 Wyndham St. S, Unit B, N1E 5R3 Guelph, Ontario."",Mark Zander,""electronics, fabrication, art, fabric / textiles, pcb, makerspace, plastic, machining, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous, hardware"",Monday 7pm - 12pm,,info@diyode.com,www.diyode.com,""The Diyode community workshop is a place for making, 2500 square feet of tools and supplies for wood working, metal working, electronics, prototyping and crafting. Holding it all together is a community of people who like to get their hands dirty, and are always willing to lend a hand to anyone that wants learn something new. Diyode is a non-profit organization with a mandate to foster an enthusiasm for DIY, to spread the idea that it’s better to build something than to buy it, and that it is better to fix something than throw it away. If you’re interested in becoming part of this community, join us Monday nights at 9pm for our weekly meeting, 71 Wyndham St. South, Unit B, Guelph."",Makerspace,""43.5417329,-80.2422886""";;;;;
"Imaginarium,""99A Boulevard Descats, Tourcoing, FRANCE"",Debrock Pascale,""supplier, electronics, art, coworking, museum"",9h- 18h,#ERROR!,contact@plaine-images.fr,www.plaine-images.fr,""Le coworking space est destiné aux travailleurs nomades, aux indépendants, aux étudiants... Vous souhaitez travailler dans un univers inspirant et vous n'avez pas besoin d'un bureau à temps plein ? Vous souhaitez être au contact des entrepreneurs, chercheurs et artistes de l'image tout en conservant votre autonomie ? Situé au cœur de l'imaginarium, le coworking est accessible gratuitement du lundi au vendredi de 9h à 18h. Café, cuisine mobile et restauration le midi, Wifi gratuit, magazines et journaux à disposition, environnement inspirant... tout est réuni pour vous mettre dans les meilleurs dispositions. Le coworking space de la Plaine Images c'est aussi (et surtout) une communauté de talents et d'indépendants de tous horizons, pleinement insérés dans l'écosystème Plaine Images et qui se rassemblent autour d'un lieu pour travailler, échanger, collaborer et innover."",Service,""50.7005965,3.1572908""";;;;;
"NovaCopy, Inc.,""15 Lindsley Ave., Nashville, TN 37210"",JL,""makerspace, plastic, 3D printing"",8 a.m. to 5 p.m. M-F,(615) 577-7677,NovaCopyUSA@NovaCopy.com,www.NovaCopy.com,""NovaCopy is a full-service provider of 3D Printer & Scanner technology for 3D Systems and Creaform. With a Rapid Prototyping Service Center, NovaCopy can create quality, functional prototypes that match your design and accurately represent your end-product performance and functionality. Also recognized as Konica Minolta’s largest single-line copier dealer in the United States,as well as an Inc. 500/5000 company, NovaCopy offers free cost analysis so you may easily choose the exact solutions, equipment, accessories and software to meet your needs – within your budget. For more information, please visit: www.NovaCopy.com. Follow NovaCopy on Facebook and Twitter for all the latest news."",Makerspace,""36.15274,-86.7672709""";;;;;
"Lawrence Creates, Center for Innovation,""512 East 9th Street, Lawrence KS 66044"",Eric Kirkendall,""fabrication, art, fabric / textiles, makerspace, tools, metal, wood, 3D printing, paint, hardware"",variable,785-260-0083,kirkendall1@gmail.com,lawrencecreates.com,""We are operational, in the start-up phase. We are at 9th and New Jersey Street, on the Northwest corner. Our mission is to empower community residents to learn new skills, develop products and businesses, create art, and build their future. We leverage the amazing creativity of Lawrence and Douglas County to help ourselves and our neighbors achieve our dreams and improve our lives. Lawrence Creates provides shared workshops, tools, services, and training for artists, designers, inventors, engineers, architects, makers, hobbyists, and other creative people. We provide opportunities for mentoring, shared learning, collaboration, and innovation. We serve individuals and the cultural, arts, business, and other organizations of Douglas County. We help residents develop new skills, products, and businesses"; enhance the reputation of the region as a creative hub;" and contribute to the quality of life and economic development. Lawrence Creates will include: • An art gallery with…"",Makerspace,""38.96791,-95.23041490000001""";;;
"Tormach Personal CNC,""204 Moravian Valley Road, Suite N, Waunakee, WI 53597"",Andy Grevstad,""supplier, distributor, machining, tools, hardware"",9am to 5 pm,(608) 849-8381,info@tormach.com,www.tormach.com,""Tormach is the premier manufacturer of Personal CNC Milling Machines to maker, hobby, cottage industry, R&D, and Inventors. Our PCNC 1100 and PCNC 770 Personal CNC Mills are used around the world in makerspaces, hackerspaces, educational institutions, R&D labs, and small manufacturing shops."",,""43.1898953,-89.4335111""";;;;;
"Formulor,""Prinzenstraße 85, 10969, Berlin, Germany"",Sam M,""services, fabrication, fabric / textiles, plastic, composites, machining, metal, laser cutting"",,,,http://www.formulor.de/,Laser cutting and CNC cutting service,,""52.5026909,13.409586""";;;;;
"Hobbytown,""Newport News 12761 Jefferson Ave Newport News, VA 23602"",fredhack.net,""electronics, retail, plastic, composites, miscellaneous"",,""12761 Jefferson Ave Newport News, VA 23602 (757) 890-4515"",htunewportnews@aol.com,http://www.hobbytown.com/Newport_News-VA/,""Science expirement kits, hobby gear boxes, radio control of all types including parts and accessories, model making stuff."",Hackerspace,""37.1349347,-76.5173149""";;;;;
"Hobbytown,""Richmond South Stein Mart Festival Center, 9768 Midlothian Turnpike Richmond, VA 23235"",fredhack.net,""electronics, retail, plastic, composites, wood, paint, miscellaneous"",,""Stein Mart Festival Center, 9768 Midlothian Turnpike Richmond, VA 23235 (804) 267-3366"",hturichmond2@aol.com,http://www.hobbytown.com/Richmond_South-VA/,""Science experiment kits, hobby gear boxes, radio control of all types including parts and accessories, model making stuff."",Store,""37.5213394,-77.57340479999999""";;;;;
"Micro Center,""3089 Nutley Street Pan Am Plaza Fairfax, VA 22031"",fredhack.net,""electronics, retail, arduino"",,(703) 204-8400,,http://www.microcenter.com/site/stores/fairfax.aspx,An electronics store in way of BestBuy but with a wider array of lower level stuff. They sell arduino and arduino shields.,Hackerspace,""38.8968676,-77.45667209999999""";;;;;
"Montana Blacksmith School,""955 Story Mill Rd Bozeman, Montana 59715"",,""fabrication, art, makerspace, tools, metal"",,406-580-7277,Montanablacksmithschool@gmail.com,Montanablacksmithschool.com,We teach people to forge metal not unlike it was done hundreds of years ago. Trading instead of paying for classes is an option.,Makerspace,""45.7034393,-111.0212979""";;;;;
"iRevive,""8217 Oak St., New Orleans, LA 70118"",Jared Gaspard,""supplier, distributor, surplus, electronics, retail, services, glass, hardware"",10am-6pm,5044703080,irevive@live.com,irevivetech.com,mobile device repair,Hackerspace,""29.9484446,-90.13100879999999""";;;;;
"RockPaperRobot,""63 Flushing Avenue, Unit 262 Brooklyn, NY 11205"",Mihae Mukaida,""retail, services, fabrication, art, makerspace, coworking, museum"",,,inquire@rockpaperrobot.com,www.rockpaperrobot.com,""RPR is an engineering boutique specializing in the innovation and fabrication of kinetic furniture, lighting, and installations. As designers and engineers we fuse art and technology to create beautifully reactive objects with novel actuation schemes-from passive to fully robotic . We relish in defying expectations through artful execution with a staunch allegiance to utility,(apparent) simplicity and technical excellence. We also work with clients to customize aesthetic yet functional products that enhance the versatility of residential/commercial spaces and celebrate the expression of unabashed style."",Makerspace,""40.6986452,-73.97503499999999""";;;;;
"Sauk City Public Library,""515 Water St., Sauk City, WI 53583"",Ben Miller,""electronics, 3D printing"",""Mon-Thu 9-8, Fri 9-5:30, Sat 9-2"",(608)643-8346,skcben@scls.lib.wi.us,http://www.saukcitylibrary.org,""A public library offering a publicly accessible 3D Printer and access to Arduino kits and resources. Also, wireless and sit-down Internet access. And bathrooms. Free!"",Makerspace,""43.275503,-89.72247""";;;;;
"Design Fugitives,""160 S. 2nd Street Milwaukee, WI 53204 USA"",Paul Mattek,""electronics, services, fabrication, art, pcb, plastic, composites, machining, tools, metal, museum, wood, laser cutting, 3D printing, paint, hardware, CNC Routing and Plasma Cutting"",9am to 6pm Monday through Friday,(414) 377-3977,info@designfugitives.com,www.designfugitives.com,""Design Fugitives (DF) is a small design practice located in Milwaukee, Wisconsin. We bring together design, fabrication and product development at scales ranging from coasters to architecture using time-proven methods in conjunction with cutting-edge software tools and digital means. DF was founded in 2009 as an independent collaborative and has since evolved to become a targeted professional practice capable of providing design and fabrication services for a wide-range of clients from international architecture firms to local retail shops. We work with clients to realize ambitious projects on tight budgets, using creative strategies that combine invention, resourcefulness and collaboration. Our Philosophy Our design philosophy revolves around experimentation, and learning through making, with an emphasis on material, craft and elegance. We believe in on-time and on-budget projects that exceed customer’s and client’s expectations. We seek to investigate and discover what is possible f…"",Service,""43.0307,-87.912182""";;;;;
"MAKERS,92 Lenora St,Lana Morisoli,""services, coworking, miscellaneous"",8:30 am to 6 pm,206-457-3130,info@themakersspace.com,www.themakersspace.com,""MAKERS is an expansive 7,000 square foot coworking space in downtown Seattle. Perched on a hill overlooking the iconic Elliot’s Bay, MAKERS location is prime in its access to cafes, cocktail bars, shops, and parks. The MAKERS space is modern and chic, welcoming natural light and a clean open feel. Designed with history and sustainability in mind, MAKERS has incorporated many refurbished elements including polished bleacher board floors, salvaged windowpanes and desks made of recycled gym floorboards. MAKERS members enjoy access to premium business amenities, conference rooms, telephone booths, large presentation kitchen, and comfortable lounge area."",Service,""47.611717,-122.3441393""";;;;;
"SquidFoo,""407 N Boonville AveSpringfield, MO 65806"",Scott Sauer,""electronics, services, fabrication, art, makerspace, coworking, tools, metal, wood, laser cutting, 3D printing, paint, miscellaneous, hardware"",24 hr member access,(417) 812-5366,info@squidfoo.com,https://www.facebook.com/squidfoo/info,""SquidFoo is a unique place in that it is a Hackerspace/Makerspace, Art Studio, and an Art Gallery. The gallery features monthly art shows displaying works from regional and national artists as well as creations made by members (makers/hackers/creators). Membership is $40/month Dedicated Artist Space inthe Gallery starts at $75/month and includes all hackerspace membership benefits. Check us out and unleash the Foo in you!"",Makerspace,""37.2114033,-93.29230489999999""";;;;;
